,Beat,OffenseType,Premise,NumOffenses,Hour,day,weekday,month,year,lat,lon,add,dist_stadium,game
2010-01-06,10H60,Aggravated Assault,apartment,1.0,2.0,6.0,Wednesday,Jan,2010.0,29.7167092,-95.3738196,"2650 S Calumet St, Houston, TX 77004, USA",1.525384269018068,No Game
2010-01-06,10H50,Robbery,restaurant/cafeteria,1.0,1.0,6.0,Wednesday,Jan,2010.0,29.727545000000006,-95.3502156,"3550 Elgin St, Houston, TX 77004, USA",0.3909003906730239,No Game
2010-01-06,10H50,Robbery,road/street/sidewalk,1.0,14.0,6.0,Wednesday,Jan,2010.0,29.7284127,-95.3601821,"3050 Holman St, Houston, TX 77004, USA",0.7981444773948999,No Game
2010-01-07,10H60,Theft,apartment parking lot,1.0,7.0,7.0,Thursday,Jan,2010.0,29.7604267,-95.3698028,"Houston, TX, USA",2.926478286215752,No Game
2010-01-07,10H60,Burglary,residence/house,1.0,10.0,7.0,Thursday,Jan,2010.0,29.707903100000006,-95.367396,"3350 Parkwood Dr, Houston, TX 77021, USA",1.461684211459023,No Game
2010-01-07,10H60,Theft,grocery/supermarket,1.0,16.0,7.0,Thursday,Jan,2010.0,29.716282,-95.3755484,"5550 Live Oak St, Houston, TX 77004, USA",1.6333408143861226,No Game
2010-01-07,10H60,Theft,driveway,1.0,17.0,7.0,Thursday,Jan,2010.0,29.71685,-95.3513112,"3850 Ruth St, Houston, TX 77004, USA",0.3737954080035273,No Game
2010-01-07,10H60,Theft,bar/night club parking lot,1.0,22.0,7.0,Thursday,Jan,2010.0,29.7018092,-95.3733072,"3350 Raleigh St, Houston, TX 77021, USA",2.007497028228312,No Game
2010-01-07,10H50,Murder,road/street/sidewalk,1.0,1.0,7.0,Thursday,Jan,2010.0,29.7319525,-95.35080990000002,"2750 Canfield St, Houston, TX 77004, USA",0.6964014185085031,No Game
2010-01-07,10H50,Robbery,road/street/sidewalk,1.0,4.0,7.0,Thursday,Jan,2010.0,29.726413399999995,-95.35128309999999,"3350 Adair St, Houston, TX 77004, USA",0.33309282030274345,No Game
2010-01-07,10H50,Burglary,residence/house,1.0,8.0,7.0,Thursday,Jan,2010.0,29.7274351,-95.3541431,"3350 Sampson St, Houston, TX 77004, USA",0.4822242386762538,No Game
2010-01-07,10H50,Burglary,residence/house,1.0,9.0,7.0,Thursday,Jan,2010.0,29.7385086,-95.42245340000001,"2950 W Alabama St, Houston, TX 77098, USA",4.550969939751735,No Game
2010-01-07,10H50,Aggravated Assault,road/street/sidewalk,1.0,15.0,7.0,Thursday,Jan,2010.0,29.7260035,-95.3548874,"3350 Holman St, Houston, TX 77004, USA",0.44322858600565956,No Game
2010-01-08,10H50,Theft,university/college,1.0,14.0,8.0,Friday,Jan,2010.0,29.7183869,-95.3393602,"4850 Calhoun Rd, Houston, TX 77004, USA",0.6384765706656774,No Game
2010-01-08,10H50,Theft,driveway,1.0,20.0,8.0,Friday,Jan,2010.0,29.731538,-95.3551205,"3250 Anita St, Houston, TX 77004, USA",0.7515128320321041,No Game
2010-01-09,10H60,Auto Theft,road/street/sidewalk,1.0,0.0,9.0,Saturday,Jan,2010.0,29.7152855,-95.3603232,"3450 Wichita St, Houston, TX 77004, USA",0.8125389355153707,No Game
2010-01-09,10H50,Theft,apartment,1.0,0.0,9.0,Saturday,Jan,2010.0,29.7252341,-95.3555989,"3550 Cobb St, Houston, TX 77004, USA",0.4481921613819671,No Game
2010-01-10,10H60,Theft,residence/house,1.0,0.0,10.0,Sunday,Jan,2010.0,29.7029535,-95.3525773,"3950 England St, Houston, TX 77021, USA",1.3239926392897787,No Game
2010-01-10,10H60,Theft,apartment parking lot,1.0,4.0,10.0,Sunday,Jan,2010.0,29.7030348,-95.3664994,"3550 Dixie Dr, Houston, TX 77021, USA",1.6680287279460042,No Game
2010-01-10,10H60,Robbery,restaurant/cafeteria,1.0,10.0,10.0,Sunday,Jan,2010.0,29.719597600000004,-95.373216,"2550 Southmore Blvd, Houston, TX 77004, USA",1.4548525943330144,No Game
2010-01-10,10H60,Robbery,department/discount store,1.0,17.0,10.0,Sunday,Jan,2010.0,29.7033977,-95.35910129999999,"5950 Scott St, Houston, TX 77021, USA",1.4101721864563088,No Game
2010-01-10,10H50,Theft,other parking lot,1.0,0.0,10.0,Sunday,Jan,2010.0,29.7383603,-95.4289978,"3350 W Alabama St, Houston, TX 77098, USA",4.930461474607948,No Game
2010-01-10,10H50,Robbery,convenience store parking lot,1.0,2.0,10.0,Sunday,Jan,2010.0,29.7492849,-95.3574047,"1250 St Emanuel St, Houston, TX 77003, USA",1.9471965614637805,No Game
2010-01-10,10H50,Auto Theft,road/street/sidewalk,1.0,10.0,10.0,Sunday,Jan,2010.0,29.7345261,-95.355265,"3150 McGowen St, Houston, TX 77004, USA",0.9409722239305743,No Game
2010-01-11,10H60,Theft,residence/house,1.0,9.0,11.0,Monday,Jan,2010.0,29.7200245,-95.3675871,"3050 Arbor St, Houston, TX 77004, USA",1.1152951731088938,No Game
2010-01-11,10H60,Burglary,convenience store,1.0,23.0,11.0,Monday,Jan,2010.0,29.708978,-95.3712429,"3250 S MacGregor Way, Houston, TX 77021, USA",1.5997734357830562,No Game
2010-01-11,10H50,Aggravated Assault,"vacant single occupancy residence (houses,townhouses,duplexes, etc.)",1.0,11.0,11.0,Monday,Jan,2010.0,29.728391,-95.35429959999999,"3350 Francis St, Houston, TX 77004, USA",0.5407359483446302,No Game
2010-01-11,10H50,Theft,apartment,1.0,12.0,11.0,Monday,Jan,2010.0,29.73445,-95.3513197,"2450 Sampson St, Houston, TX 77004, USA",0.8710513395964128,No Game
2010-01-11,10H50,Aggravated Assault,residence/house,1.0,18.0,11.0,Monday,Jan,2010.0,29.7295615,-95.3564281,"3250 Elgin St, Houston, TX 77004, USA",0.6825219924799716,No Game
2010-01-11,10H50,Aggravated Assault,residence/house,1.0,18.0,11.0,Monday,Jan,2010.0,29.7295615,-95.3564281,"3250 Elgin St, Houston, TX 77004, USA",0.6825219924799716,No Game
2010-01-11,10H50,Theft,other/unknown,1.0,18.0,11.0,Monday,Jan,2010.0,29.7295615,-95.3564281,"3250 Elgin St, Houston, TX 77004, USA",0.6825219924799716,No Game
2010-01-11,10H50,Theft,other/unknown,1.0,18.0,11.0,Monday,Jan,2010.0,29.7295615,-95.3564281,"3250 Elgin St, Houston, TX 77004, USA",0.6825219924799716,No Game
2010-01-11,10H50,Robbery,convenience store parking lot,1.0,21.0,11.0,Monday,Jan,2010.0,29.7384142,-95.3625065,"2350 McGowen St, Houston, TX 77004, USA",1.389239732727831,No Game
2010-01-12,10H60,Theft,road/street/sidewalk,1.0,9.0,12.0,Tuesday,Jan,2010.0,29.7236177,-95.3654659,"3050 Wheeler Ave, Houston, TX 77004, USA",0.9866433236219238,No Game
2010-01-12,10H60,Theft,bar/night club,1.0,15.0,12.0,Tuesday,Jan,2010.0,29.7116433,-95.3784099,"2550 S MacGregor Way, Houston, TX 77021, USA",1.895934367948329,No Game
2010-01-12,10H60,Burglary,apartment,1.0,18.0,12.0,Tuesday,Jan,2010.0,29.7027029,-95.36974359999999,"6450 Del Rio St, Houston, TX 77021, USA",1.8130080793788985,No Game
2010-01-12,10H60,Auto Theft,field/woods,1.0,20.0,12.0,Tuesday,Jan,2010.0,29.7027029,-95.36974359999999,"6450 Del Rio St, Houston, TX 77021, USA",1.8130080793788985,No Game
2010-01-12,10H50,Burglary,apartment,1.0,9.0,12.0,Tuesday,Jan,2010.0,29.738548600000005,-95.4271576,"3250 W Alabama St, Houston, TX 77098, USA",4.825905280103286,No Game
2010-01-12,10H50,Rape,residence/house,1.0,13.0,12.0,Tuesday,Jan,2010.0,29.7303353,-95.3694165,"2250 Truxillo St, Houston, TX 77004, USA",1.3475916837049502,No Game
2010-01-12,10H50,Theft,road/street/sidewalk,1.0,16.0,12.0,Tuesday,Jan,2010.0,29.7235389,-95.3571776,"3750 Tierwester St, Houston, TX 77004, USA",0.4939652589504277,No Game
2010-01-12,10H50,Robbery,road/street/sidewalk,1.0,22.0,12.0,Tuesday,Jan,2010.0,29.7353755,-95.3579898,"2850 McGowen St, Houston, TX 77004, USA",1.0663881774673856,No Game
2010-01-13,10H60,Theft,residence/house,1.0,4.0,13.0,Wednesday,Jan,2010.0,29.7181585,-95.3690682,"3050 Wichita St, Houston, TX 77004, USA",1.2245671536828886,No Game
2010-01-13,10H60,Theft,apartment,1.0,6.0,13.0,Wednesday,Jan,2010.0,29.7161107,-95.36010120000002,"3450 Rosedale St, Houston, TX 77004, USA",0.7704452384528839,No Game
2010-01-13,10H60,Theft,residence/house,1.0,11.0,13.0,Wednesday,Jan,2010.0,29.7048592,-95.3494895,"4050 Glen Cove Dr, Houston, TX 77021, USA",1.1769184311655416,No Game
2010-01-13,10H50,Robbery,residence/house,1.0,4.0,13.0,Wednesday,Jan,2010.0,29.7341074,-95.3574869,"2750 Brailsfort St, Houston, TX 77004, USA",0.9757308525010424,No Game
2010-01-14,10H50,Burglary,residence/house,1.0,9.0,14.0,Thursday,Jan,2010.0,29.7309631,-95.3578673,"3050 Beulah St, Houston, TX 77004, USA",0.8120830782474884,No Game
2010-01-14,10H50,Theft,bus station,1.0,12.0,14.0,Thursday,Jan,2010.0,29.7201678,-95.3524281,"3850 Scott St, Houston, TX 77004, USA",0.23109871621071704,No Game
2010-01-14,10H50,Burglary,"vacant single occupancy residence (houses,townhouses,duplexes, etc.)",1.0,14.0,14.0,Thursday,Jan,2010.0,29.7233706,-95.3519514,"3650 Adair St, Houston, TX 77004, USA",0.19410598931995637,No Game
2010-01-14,10H50,Auto Theft,driveway,1.0,22.0,14.0,Thursday,Jan,2010.0,29.7371812,-95.3668061,"2950 St Emanuel St, Houston, TX 77004, USA",1.4919371767248488,No Game
2010-01-15,10H60,Theft,driveway,1.0,0.0,15.0,Friday,Jan,2010.0,29.7217468,-95.3727582,"2550 Rosedale St, Houston, TX 77004, USA",1.4183747127671826,No Game
2010-01-15,10H60,Theft,service/gas station,1.0,15.0,15.0,Friday,Jan,2010.0,29.7211281,-95.3760198,"2350 Southmore Blvd, Houston, TX 77004, USA",1.6153807634611514,No Game
2010-01-15,10H60,Burglary,"vacant single occupancy residence (houses,townhouses,duplexes, etc.)",1.0,17.0,15.0,Friday,Jan,2010.0,29.7194245,-95.3695514,"2950 Palm St, Houston, TX 77004, USA",1.2377556448613458,No Game
2010-01-15,10H60,Burglary,residence/house,1.0,21.0,15.0,Friday,Jan,2010.0,29.7195137,-95.3561584,"3550 Rosewood St, Houston, TX 77004, USA",0.45243505461738437,No Game
2010-01-15,10H60,Murder,residence/house,1.0,22.0,15.0,Friday,Jan,2010.0,29.704455100000004,-95.3670659,"3450 Tampa St, Houston, TX 77021, USA",1.615302964870757,No Game
2010-01-15,10H60,Theft,road/street/sidewalk,1.0,23.0,15.0,Friday,Jan,2010.0,29.7232256,-95.3715675,"2550 Wentworth St, Houston, TX 77004, USA",1.3496045280413762,No Game
2010-01-15,10H50,Burglary,residence/house,1.0,10.0,15.0,Friday,Jan,2010.0,29.727296000000006,-95.3548211,"3350 Reeves St, Houston, TX 77004, USA",0.5014317295219822,No Game
2010-01-15,10H50,Aggravated Assault,residence/house,1.0,22.0,15.0,Friday,Jan,2010.0,29.7304757,-95.3483742,"2850 Lucinda St, Houston, TX 77004, USA",0.5895731272707762,No Game
2010-01-16,10H60,Aggravated Assault,other/unknown,1.0,0.0,16.0,Saturday,Jan,2010.0,29.716282,-95.3755484,"5550 Live Oak St, Houston, TX 77004, USA",1.6333408143861226,No Game
2010-01-16,10H50,Aggravated Assault,road/street/sidewalk,1.0,16.0,16.0,Saturday,Jan,2010.0,29.7344417,-95.3533408,"2550 Tierwester St, Houston, TX 77004, USA",0.8966360328212669,No Game
2010-01-16,10H50,Aggravated Assault,road/street/sidewalk,1.0,16.0,16.0,Saturday,Jan,2010.0,29.7383603,-95.4289978,"3350 W Alabama St, Houston, TX 77098, USA",4.930461474607948,No Game
2010-01-16,10H50,Burglary,apartment,1.0,16.0,16.0,Saturday,Jan,2010.0,29.7344417,-95.3533408,"2550 Tierwester St, Houston, TX 77004, USA",0.8966360328212669,No Game
2010-01-16,10H50,Burglary,apartment,1.0,16.0,16.0,Saturday,Jan,2010.0,29.7383603,-95.4289978,"3350 W Alabama St, Houston, TX 77098, USA",4.930461474607948,No Game
2010-01-16,10H50,Theft,commercial parking lot/garage,1.0,20.0,16.0,Saturday,Jan,2010.0,29.7388807,-95.4173636,"2450 W Alabama St, Houston, TX 77098, USA",4.262393737176264,No Game
2010-01-16,10H50,Theft,road/street/sidewalk,1.0,21.0,16.0,Saturday,Jan,2010.0,29.737343300000006,-95.3665269,"2050 Tuam St, Houston, TX 77004, USA",1.4879922902131524,No Game
2010-01-17,10H60,Theft,road/street/sidewalk,1.0,0.0,17.0,Sunday,Jan,2010.0,29.7044639,-95.3709937,"3350 Dixie Dr, Houston, TX 77021, USA",1.780959837739821,No Game
2010-01-17,10H60,Theft,bar/night club parking lot,1.0,18.0,17.0,Sunday,Jan,2010.0,29.7020887,-95.3709446,"6550 Peerless St, Houston, TX 77021, USA",1.8933624159695641,No Game
2010-01-17,10H60,Theft,driveway,1.0,21.0,17.0,Sunday,Jan,2010.0,29.7173575,-95.3767755,"2450 Binz St, Houston, TX 77004, USA",1.689661430636652,No Game
2010-01-17,10H50,Murder,convenience store parking lot,1.0,18.0,17.0,Sunday,Jan,2010.0,29.7353755,-95.3579898,"2850 McGowen St, Houston, TX 77004, USA",1.0663881774673856,No Game
2010-01-17,10H50,Theft,university/college,1.0,22.0,17.0,Sunday,Jan,2010.0,29.7183869,-95.3393602,"4850 Calhoun Rd, Houston, TX 77004, USA",0.6384765706656774,No Game
2010-01-18,10H60,Theft,bar/night club parking lot,1.0,0.0,18.0,Monday,Jan,2010.0,29.7044639,-95.3709937,"3350 Dixie Dr, Houston, TX 77021, USA",1.780959837739821,No Game
2010-01-18,10H60,Robbery,road/street/sidewalk,1.0,1.0,18.0,Monday,Jan,2010.0,29.7173575,-95.3767755,"2450 Binz St, Houston, TX 77004, USA",1.689661430636652,No Game
2010-01-18,10H50,Theft,garage/carport,1.0,2.0,18.0,Monday,Jan,2010.0,29.7336548,-95.3672758,"2250 Francis St, Houston, TX 77004, USA",1.3549041484222535,No Game
2010-01-18,10H50,Burglary,residence/house,1.0,12.0,18.0,Monday,Jan,2010.0,29.728648,-95.3490219,"3550 Beulah St, Houston, TX 77004, USA",0.46183812543704467,No Game
2010-01-18,10H50,Aggravated Assault,other/unknown,1.0,21.0,18.0,Monday,Jan,2010.0,29.741674600000003,-95.359546,"2050 Emancipation Ave, Houston, TX 77003, USA",1.4953801779055411,No Game
2010-01-18,10H50,Aggravated Assault,other/unknown,1.0,21.0,18.0,Monday,Jan,2010.0,29.73046179999999,-95.3646004,"3550 Nagle St, Houston, TX 77004, USA",1.0977482078273963,No Game
2010-01-18,10H50,Aggravated Assault,residence/house,2.0,21.0,18.0,Monday,Jan,2010.0,29.741674600000003,-95.359546,"2050 Emancipation Ave, Houston, TX 77003, USA",1.4953801779055411,No Game
2010-01-18,10H50,Aggravated Assault,residence/house,2.0,21.0,18.0,Monday,Jan,2010.0,29.73046179999999,-95.3646004,"3550 Nagle St, Houston, TX 77004, USA",1.0977482078273963,No Game
2010-01-19,10H60,Theft,road/street/sidewalk,1.0,10.0,19.0,Tuesday,Jan,2010.0,29.7211427,-95.36638990000002,"3050 Blodgett St, Houston, TX 77004, USA",1.0369186364754714,No Game
2010-01-19,10H60,Aggravated Assault,apartment,1.0,13.0,19.0,Tuesday,Jan,2010.0,29.7027029,-95.36974359999999,"6450 Del Rio St, Houston, TX 77021, USA",1.8130080793788985,No Game
2010-01-19,10H60,Theft,road/street/sidewalk,1.0,20.0,19.0,Tuesday,Jan,2010.0,29.7159369,-95.3571485,"4750 Canfield St, Houston, TX 77004, USA",0.6336103951197424,No Game
2010-01-19,10H60,Theft,apartment parking lot,1.0,23.0,19.0,Tuesday,Jan,2010.0,29.7030348,-95.3664994,"3550 Dixie Dr, Houston, TX 77021, USA",1.6680287279460042,No Game
2010-01-19,10H50,Burglary,residence/house,1.0,7.0,19.0,Tuesday,Jan,2010.0,29.7274351,-95.3541431,"3350 Sampson St, Houston, TX 77004, USA",0.4822242386762538,No Game
2010-01-19,10H50,Burglary,apartment,1.0,14.0,19.0,Tuesday,Jan,2010.0,29.725444,-95.3608383,"3250 Truxillo St, Houston, TX 77004, USA",0.7419265392858817,No Game
2010-01-19,10H50,Burglary,apartment,1.0,14.0,19.0,Tuesday,Jan,2010.0,29.7333548,-95.36745859999999,"3450 Bastrop St, Houston, TX 77004, USA",1.351631943198066,No Game
2010-01-19,10H50,Aggravated Assault,driveway,1.0,14.0,19.0,Tuesday,Jan,2010.0,29.725444,-95.3608383,"3250 Truxillo St, Houston, TX 77004, USA",0.7419265392858817,No Game
2010-01-19,10H50,Aggravated Assault,driveway,1.0,14.0,19.0,Tuesday,Jan,2010.0,29.7333548,-95.36745859999999,"3450 Bastrop St, Houston, TX 77004, USA",1.351631943198066,No Game
2010-01-19,10H50,Theft,high school,1.0,15.0,19.0,Tuesday,Jan,2010.0,29.7226565,-95.3558712,"3750 Sampson St, Houston, TX 77004, USA",0.40603325987451316,No Game
2010-01-19,10H50,Burglary,apartment,1.0,18.0,19.0,Tuesday,Jan,2010.0,29.7355685,-95.3577757,"2950 McGowen St, Houston, TX 77004, USA",1.07166628001326,No Game
2010-01-20,10H60,Burglary,garage/carport,1.0,5.0,20.0,Wednesday,Jan,2010.0,29.7152663,-95.3428879,"4550 University Oaks Blvd, Houston, TX 77004, USA",0.5950333303450612,No Game
2010-01-20,10H60,Robbery,specialty store (non-specific),1.0,18.0,20.0,Wednesday,Jan,2010.0,29.719597600000004,-95.373216,"2550 Southmore Blvd, Houston, TX 77004, USA",1.4548525943330144,No Game
2010-01-20,10H50,Rape,field/woods,1.0,0.0,20.0,Wednesday,Jan,2010.0,29.7276429,-95.35809379999999,"3250 Holman St, Houston, TX 77004, USA",0.6648968014874852,No Game
2010-01-20,10H50,Theft,university/college,1.0,10.0,20.0,Wednesday,Jan,2010.0,29.724096600000006,-95.36200009999999,"3150 Cleburne St, Houston, TX 77004, USA",0.7856378990778681,No Game
2010-01-20,10H50,Robbery,road/street/sidewalk,1.0,16.0,20.0,Wednesday,Jan,2010.0,29.7235389,-95.3571776,"3750 Tierwester St, Houston, TX 77004, USA",0.4939652589504277,No Game
2010-01-20,10H50,Robbery,road/street/sidewalk,1.0,18.0,20.0,Wednesday,Jan,2010.0,29.7259891,-95.3589106,"3750 Burkett St, Houston, TX 77004, USA",0.6486605785513939,No Game
2010-01-21,10H60,Burglary,other/unknown,1.0,0.0,21.0,Thursday,Jan,2010.0,29.7194245,-95.3695514,"2950 Palm St, Houston, TX 77004, USA",1.2377556448613458,No Game
2010-01-21,10H60,Theft,apartment parking lot,1.0,2.0,21.0,Thursday,Jan,2010.0,29.71397259999999,-95.3491063,"4650 Cullen Blvd, Houston, TX 77004, USA",0.5490627846722347,No Game
2010-01-21,10H60,Auto Theft,apartment parking lot,1.0,11.0,21.0,Thursday,Jan,2010.0,29.7093567,-95.3624209,"3550 S MacGregor Way, Houston, TX 77021, USA",1.1775702080559687,No Game
2010-01-21,10H60,Burglary,residence/house,1.0,12.0,21.0,Thursday,Jan,2010.0,29.707903100000006,-95.367396,"3350 Parkwood Dr, Houston, TX 77021, USA",1.461684211459023,No Game
2010-01-21,10H50,Theft,other/unknown,1.0,0.0,21.0,Thursday,Jan,2010.0,29.7297457,-95.3699271,"2250 Isabella St, Houston, TX 77004, USA",1.3588217883510574,No Game
2010-01-21,10H50,Burglary,"multi-plex hme(duplex,triplex etc)",1.0,10.0,21.0,Thursday,Jan,2010.0,29.7273665,-95.35165529999999,"3350 Napoleon St, Houston, TX 77004, USA",0.402333367621758,No Game
2010-01-21,10H50,Theft,high school,1.0,12.0,21.0,Thursday,Jan,2010.0,29.7226565,-95.3558712,"3750 Sampson St, Houston, TX 77004, USA",0.40603325987451316,No Game
2010-01-21,10H50,Robbery,road/street/sidewalk,1.0,21.0,21.0,Thursday,Jan,2010.0,29.725444,-95.3608383,"3250 Truxillo St, Houston, TX 77004, USA",0.7419265392858817,No Game
2010-01-22,10H60,Auto Theft,apartment parking lot,1.0,0.0,22.0,Friday,Jan,2010.0,29.71159399999999,-95.356414,"3750 Southmore Blvd, Houston, TX 77004, USA",0.8354927491604961,No Game
2010-01-22,10H60,Aggravated Assault,road/street/sidewalk,1.0,18.0,22.0,Friday,Jan,2010.0,29.7231244,-95.36995879999999,"2650 Blodgett St, Houston, TX 77004, USA",1.2526417025634227,No Game
2010-01-22,10H60,Auto Theft,apartment parking lot,1.0,20.0,22.0,Friday,Jan,2010.0,29.7030348,-95.3664994,"3550 Dixie Dr, Houston, TX 77021, USA",1.6680287279460042,No Game
2010-01-22,10H50,Burglary,hotel/motel/etc.,1.0,7.0,22.0,Friday,Jan,2010.0,29.7339332,-95.35153659999999,"2550 Sampson St, Houston, TX 77004, USA",0.8379849903399516,No Game
2010-01-22,10H50,Burglary,residence/house,1.0,9.0,22.0,Friday,Jan,2010.0,29.7343562,-95.3678635,"3350 Hutchins St, Houston, TX 77004, USA",1.4121613533631987,No Game
2010-01-23,10H60,Theft,road/street/sidewalk,1.0,0.0,23.0,Saturday,Jan,2010.0,29.7211281,-95.3760198,"2350 Southmore Blvd, Houston, TX 77004, USA",1.6153807634611514,No Game
