,Beat,OffenseType,Premise,NumOffenses,Hour,day,weekday,month,year,lat,lon,add,dist_stadium,game
2010-01-01,1A10,Auto Theft,bar/night club parking lot,1.0,0.0,1.0,Friday,Jan,2010.0,29.7572118,-95.3532941,"350 Hamilton St, Houston, TX 77002, USA",0.13718428052321785,No Game
2010-01-01,1A10,Theft,bar/night club,1.0,0.0,1.0,Friday,Jan,2010.0,29.753511600000003,-95.36381070000002,"1250 Caroline St, Houston, TX 77002, USA",0.5495621736934478,No Game
2010-01-01,1A10,Burglary,office building,1.0,0.0,1.0,Friday,Jan,2010.0,29.7609537,-95.36208859999999,"450 S Main St, Houston, TX 77002, USA",0.4800083701713604,No Game
2010-01-01,1A10,Theft,other/unknown,1.0,0.0,1.0,Friday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-01,1A10,Theft,convention center/exhibit halls,1.0,0.0,1.0,Friday,Jan,2010.0,29.7520152,-95.359181,"1050 Avenida De Las Americas, Houston, TX 77010, USA",0.4033805540792614,No Game
2010-01-01,1A10,Burglary,restaurant/cafeteria,1.0,1.0,1.0,Friday,Jan,2010.0,29.753827,-95.3651898,"1250 San Jacinto St, Houston, TX 77002, USA",0.6175168893141081,No Game
2010-01-01,1A10,Theft,bar/night club parking lot,1.0,2.0,1.0,Friday,Jan,2010.0,29.7586824,-95.3638659,"750 S Main St, Houston, TX 77002, USA",0.5135686215384733,No Game
2010-01-01,1A10,Theft,road/street/sidewalk,1.0,2.0,1.0,Friday,Jan,2010.0,29.7594006,-95.3593982,"450 Caroline St, Houston, TX 77002, USA",0.28626982584055916,No Game
2010-01-01,1A10,Auto Theft,auto repair,1.0,6.0,1.0,Friday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-01,1A10,Theft,bar/night club,1.0,23.0,1.0,Friday,Jan,2010.0,29.7586824,-95.3638659,"750 S Main St, Houston, TX 77002, USA",0.5135686215384733,No Game
2010-01-01,1A10,Burglary,"theatres,dinner theaters,auditor.",1.0,23.0,1.0,Friday,Jan,2010.0,29.7615742,-95.3657007,"650 Texas St, Houston, TX 77002, USA",0.6880508651155696,No Game
2010-01-01,10H10,Burglary,misc. business (non-specific),1.0,0.0,1.0,Friday,Jan,2010.0,29.74371559999999,-95.3327315,"550 Eastwood St, Houston, TX 77011, USA",1.6468441861974408,No Game
2010-01-01,10H10,Rape,residence/house,1.0,6.0,1.0,Friday,Jan,2010.0,29.7550548,-95.3481436,"2350 Sperber Ln, Houston, TX 77003, USA",0.4641000786704575,No Game
2010-01-01,10H10,Burglary,apartment,1.0,17.0,1.0,Friday,Jan,2010.0,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA",0.48486427850051766,No Game
2010-01-01,10H10,Theft,road/street/sidewalk,1.0,20.0,1.0,Friday,Jan,2010.0,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA",0.48486427850051766,No Game
2010-01-01,10H30,Theft,residence/house,1.0,0.0,1.0,Friday,Jan,2010.0,29.7390659,-95.34897509999999,"1750 Sampson St, Houston, TX 77003, USA",1.2933731602013112,No Game
2010-01-01,10H30,Theft,apartment parking lot,1.0,19.0,1.0,Friday,Jan,2010.0,29.7536483,-95.3510778,"550 Bastrop St, Houston, TX 77003, USA",0.3520888403766731,No Game
2010-01-01,10H30,Theft,residence/house,1.0,20.0,1.0,Friday,Jan,2010.0,29.7452984,-95.3593236,"1750 Hutchins St, Houston, TX 77003, USA",0.8334749939157425,No Game
2010-01-02,1A10,Theft,commercial building,1.0,0.0,2.0,Saturday,Jan,2010.0,29.758122,-95.3683099,"1050 Louisiana St, Houston, TX 77002, USA",0.7707792042822229,No Game
2010-01-02,1A10,Theft,bar/night club,1.0,0.0,2.0,Saturday,Jan,2010.0,29.7638588,-95.36135,"150 Travis St, Houston, TX 77002, USA",0.5899883438494047,No Game
2010-01-02,1A10,Theft,other/unknown,1.0,1.0,2.0,Saturday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-02,1A10,Theft,apartment,1.0,3.0,2.0,Saturday,Jan,2010.0,29.7617268,-95.3614684,"350 S Main St, Houston, TX 77002, USA",0.4845393221934925,No Game
2010-01-02,1A10,Theft,highway/freeway,1.0,14.0,2.0,Saturday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-02,1A10,Theft,convention center/exhibit halls,1.0,14.0,2.0,Saturday,Jan,2010.0,29.7520152,-95.359181,"1050 Avenida De Las Americas, Houston, TX 77010, USA",0.4033805540792614,No Game
2010-01-02,1A10,Auto Theft,road/street/sidewalk,1.0,14.0,2.0,Saturday,Jan,2010.0,29.753138300000003,-95.3622353,"1450 Dallas St, Houston, TX 77002, USA",0.47943397177887204,No Game
2010-01-02,1A10,Theft,residence/house,1.0,18.0,2.0,Saturday,Jan,2010.0,29.751410600000003,-95.3683099,"1650 Fannin St, Houston, TX 77002, USA",0.8560466098530374,No Game
2010-01-02,1A10,Burglary,jail/prison,1.0,19.0,2.0,Saturday,Jan,2010.0,29.758311300000006,-95.36032259999999,"1250 Texas St, Houston, TX 77002, USA",0.30155097695375194,No Game
2010-01-02,1A10,Theft,convenience store parking lot,1.0,19.0,2.0,Saturday,Jan,2010.0,29.757785,-95.3621323,"750 San Jacinto St, Houston, TX 77002, USA",0.3994521399685624,No Game
2010-01-02,1A10,Theft,commercial parking lot/garage,1.0,23.0,2.0,Saturday,Jan,2010.0,29.7617204,-95.3630984,"450 Travis St, Houston, TX 77002, USA",0.5600882289158742,No Game
2010-01-02,10H10,Burglary,residence/house,1.0,19.0,2.0,Saturday,Jan,2010.0,29.7508958,-95.3377162,"50 N York St, Houston, TX 77003, USA",1.1502792326747384,No Game
2010-01-02,10H30,Theft,road/street/sidewalk,1.0,1.0,2.0,Saturday,Jan,2010.0,29.7466075,-95.3593348,"2050 Leeland St, Houston, TX 77003, USA",0.7473041666762941,No Game
2010-01-03,1A10,Theft,bar/night club,1.0,0.0,3.0,Sunday,Jan,2010.0,29.7633085,-95.3602155,"150 S Main St, Houston, TX 77002, USA",0.5201781751338546,No Game
2010-01-03,1A10,Theft,other/unknown,1.0,0.0,3.0,Sunday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-03,1A10,Theft,residence/house,1.0,12.0,3.0,Sunday,Jan,2010.0,29.751390500000007,-95.3648497,"1350 Bell St, Houston, TX 77002, USA",0.6769836399338367,No Game
2010-01-03,1A10,Theft,"libraries, museums",1.0,15.0,3.0,Sunday,Jan,2010.0,29.75887460000001,-95.36913349999999,"550 McKinney St, Houston, TX 77002, USA",0.8267552046611893,No Game
2010-01-03,1A10,Theft,road/street/sidewalk,1.0,20.0,3.0,Sunday,Jan,2010.0,29.762703,-95.3596809,"1050 Franklin St, Houston, TX 77002, USA",0.46775916959549096,No Game
2010-01-03,1A10,Theft,road/street/sidewalk,1.0,22.0,3.0,Sunday,Jan,2010.0,29.7616844,-95.3601463,"1050 Congress Ave, Houston, TX 77002, USA",0.42744733584109124,No Game
2010-01-03,1A10,Theft,road/street/sidewalk,1.0,22.0,3.0,Sunday,Jan,2010.0,29.757678,-95.3594964,"1350 Texas St, Houston, TX 77002, USA",0.24215103779045294,No Game
2010-01-03,1A10,Auto Theft,road/street/sidewalk,1.0,23.0,3.0,Sunday,Jan,2010.0,29.7624048,-95.3619396,"350 Travis St, Houston, TX 77002, USA",0.5372639539900983,No Game
2010-01-03,10H10,Auto Theft,apartment parking lot,1.0,0.0,3.0,Sunday,Jan,2010.0,29.98217309999999,-95.3471295,"Grace St, Houston, TX 77032, USA",15.521834321948242,No Game
2010-01-03,10H10,Burglary,auto repair,1.0,12.0,3.0,Sunday,Jan,2010.0,29.7429495,-95.3255229,"550 Bryan St, Houston, TX 77011, USA",2.046336974308569,No Game
2010-01-03,10H30,Theft,commercial parking lot/garage,1.0,4.0,3.0,Sunday,Jan,2010.0,29.7588305,-95.3514025,"1950 Commerce St, Houston, TX 77002, USA",0.2814147789359563,No Game
2010-01-03,10H30,Theft,construction site,1.0,18.0,3.0,Sunday,Jan,2010.0,29.7511977,-95.3561884,"2050 McKinney St, Houston, TX 77003, USA",0.3976140944219833,No Game
2010-01-04,1A10,Theft,other/unknown,1.0,0.0,4.0,Monday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-04,1A10,Theft,office building,1.0,0.0,4.0,Monday,Jan,2010.0,29.7630652,-95.3578407,"50 San Jacinto St, Houston, TX 77002, USA",0.44341032381060813,No Game
2010-01-04,1A10,Theft,department/discount store,1.0,14.0,4.0,Monday,Jan,2010.0,29.7560402,-95.3663019,"1150 S Main St, Houston, TX 77002, USA",0.6488178933710741,No Game
2010-01-04,1A10,Theft,grocery/supermarket,1.0,14.0,4.0,Monday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-04,1A10,Burglary,vacant building (commercial),1.0,17.0,4.0,Monday,Jan,2010.0,29.7521441,-95.3712952,"1750 Milam St, Houston, TX 77002, USA",1.0020481259626186,No Game
2010-01-04,1A10,Theft,other parking lot,1.0,18.0,4.0,Monday,Jan,2010.0,29.7599424,-95.3765772,"550 Allen Pkwy, Houston, TX 77019, USA",1.2801111134679293,No Game
2010-01-04,10H10,Theft,commercial parking lot/garage,1.0,8.0,4.0,Monday,Jan,2010.0,29.7453432,-95.3349547,"450 Hunt St, Houston, TX 77003, USA",1.473632533491117,No Game
2010-01-04,10H10,Burglary,apartment,1.0,14.0,4.0,Monday,Jan,2010.0,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA",0.48486427850051766,No Game
2010-01-04,10H30,Burglary,apartment,1.0,8.0,4.0,Monday,Jan,2010.0,29.741344,-95.3539779,"1750 Aden Mist Dr, Houston, TX 77003, USA",1.0786734316104392,No Game
2010-01-05,1A10,Theft,mall parking lot,1.0,6.0,5.0,Tuesday,Jan,2010.0,29.7561039,-95.3672729,"1150 Travis St, Houston, TX 77002, USA",0.7065545032747482,No Game
2010-01-05,1A10,Theft,---,1.0,8.0,5.0,Tuesday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-05,1A10,Theft,commercial parking lot/garage,1.0,9.0,5.0,Tuesday,Jan,2010.0,29.7506311,-95.37001479999999,"1850 S Main St, Houston, TX 77002, USA",0.9717071428493742,No Game
2010-01-05,1A10,Theft,road/street/sidewalk,1.0,16.0,5.0,Tuesday,Jan,2010.0,29.7554771,-95.362471,"1250 McKinney St, Houston, TX 77010, USA",0.4276956827972405,No Game
2010-01-05,1A10,Theft,commercial building,1.0,22.0,5.0,Tuesday,Jan,2010.0,29.7545536,-95.3714299,"1550 Louisiana St, Houston, TX 77002, USA",0.9681255823536449,No Game
2010-01-05,10H10,Burglary,convenience store,1.0,2.0,5.0,Tuesday,Jan,2010.0,29.7525615,-95.3383032,"3350 Canal St, Houston, TX 77003, USA",1.0799487952320346,No Game
2010-01-05,10H30,Theft,road/street/sidewalk,1.0,13.0,5.0,Tuesday,Jan,2010.0,29.7611979,-95.34920699999999,"150 Chartres St, Houston, TX 77003, USA",0.48108127922367466,No Game
2010-01-05,10H30,Burglary,commercial building,1.0,18.0,5.0,Tuesday,Jan,2010.0,29.7488639,-95.3537793,"2350 Lamar St, Houston, TX 77003, USA",0.5666921517052222,No Game
2010-01-06,1A10,Theft,other/unknown,1.0,0.0,6.0,Wednesday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-06,1A10,Theft,apartment parking lot,1.0,0.0,6.0,Wednesday,Jan,2010.0,29.762541100000004,-95.3609397,"250 S Main St, Houston, TX 77002, USA",0.5032958047850828,No Game
2010-01-06,1A10,Burglary,restaurant/cafeteria,1.0,3.0,6.0,Wednesday,Jan,2010.0,29.7679717,-95.3535772,"1350 Nance St, Houston, TX 77002, USA",0.7688188674308039,No Game
2010-01-06,1A10,Theft,commercial parking lot/garage,1.0,8.0,6.0,Wednesday,Jan,2010.0,29.7550625,-95.3663662,"1250 S Main St, Houston, TX 77002, USA",0.6624910733670758,No Game
2010-01-06,1A10,Theft,apartment,1.0,16.0,6.0,Wednesday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-06,1A10,Theft,apartment parking lot,1.0,17.0,6.0,Wednesday,Jan,2010.0,29.751410600000003,-95.3683099,"1650 Fannin St, Houston, TX 77002, USA",0.8560466098530374,No Game
2010-01-06,1A10,Theft,commercial parking lot/garage,1.0,22.0,6.0,Wednesday,Jan,2010.0,29.7588305,-95.3514025,"1950 Commerce St, Houston, TX 77002, USA",0.2814147789359563,No Game
2010-01-06,10H30,Theft,driveway,1.0,0.0,6.0,Wednesday,Jan,2010.0,29.7571808,-95.36528919999999,"950 McKinney St, Houston, TX 77002, USA",0.5851856999455692,No Game
2010-01-07,1A10,Theft,commercial parking lot/garage,1.0,8.0,7.0,Thursday,Jan,2010.0,29.7530187,-95.3644407,"1250 Polk St, Houston, TX 77002, USA",0.59852115439587,No Game
2010-01-07,1A10,Theft,office building,1.0,9.0,7.0,Thursday,Jan,2010.0,29.758122,-95.3683099,"1050 Louisiana St, Houston, TX 77002, USA",0.7707792042822229,No Game
2010-01-07,1A10,Theft,"gym,recreat,club hse,indr pool,spa",1.0,12.0,7.0,Thursday,Jan,2010.0,29.7536089,-95.3718319,"1650 Louisiana St, Houston, TX 77002, USA",1.004798134495749,No Game
2010-01-07,1A10,Theft,commercial parking lot/garage,1.0,14.0,7.0,Thursday,Jan,2010.0,29.7515271,-95.3724089,"750 St Joseph Pkwy, Houston, TX 77002, USA",1.0794092799897503,No Game
2010-01-07,1A10,Theft,commercial parking lot/garage,1.0,15.0,7.0,Thursday,Jan,2010.0,29.75428569999999,-95.3675337,"1350 S Main St, Houston, TX 77002, USA",0.7427823531114949,No Game
2010-01-07,1A10,Theft,department/discount store,1.0,16.0,7.0,Thursday,Jan,2010.0,29.7560402,-95.3663019,"1150 S Main St, Houston, TX 77002, USA",0.6488178933710741,No Game
2010-01-07,1A10,Theft,"gym,recreat,club hse,indr pool,spa",1.0,17.0,7.0,Thursday,Jan,2010.0,29.7536089,-95.3718319,"1650 Louisiana St, Houston, TX 77002, USA",1.004798134495749,No Game
2010-01-07,1A10,Auto Theft,road/street/sidewalk,1.0,21.0,7.0,Thursday,Jan,2010.0,29.7588655,-95.3611744,"1150 Texas St, Houston, TX 77002, USA",0.36267046787912766,No Game
2010-01-07,10H10,Robbery,road/street/sidewalk,1.0,17.0,7.0,Thursday,Jan,2010.0,29.7486223,-95.31849,"Navigation Blvd, Houston, TX, USA",2.300291045176941,No Game
2010-01-07,10H30,Theft,road/street/sidewalk,1.0,21.0,7.0,Thursday,Jan,2010.0,29.7502127,-95.35054699999999,"2550 Rusk St, Houston, TX 77003, USA",0.5528019565597033,No Game
2010-01-08,1A10,Auto Theft,commercial parking lot/garage,1.0,10.0,8.0,Friday,Jan,2010.0,29.7607349,-95.363851,"850 Texas St, Houston, TX 77002, USA",0.5627567803053052,No Game
2010-01-08,1A10,Theft,road/street/sidewalk,1.0,11.0,8.0,Friday,Jan,2010.0,29.7586824,-95.3638659,"750 S Main St, Houston, TX 77002, USA",0.5135686215384733,No Game
2010-01-08,1A10,Theft,office building,1.0,18.0,8.0,Friday,Jan,2010.0,29.7523814,-95.37254329999999,"650 Jefferson St, Houston, TX 77002, USA",1.0682216955699302,No Game
2010-01-08,1A10,Theft,road/street/sidewalk,1.0,23.0,8.0,Friday,Jan,2010.0,29.7638315,-95.3601009,"950 Commerce St, Houston, TX 77002, USA",0.5474086181904272,No Game
2010-01-08,10H10,Theft,service/gas station,1.0,18.0,8.0,Friday,Jan,2010.0,29.7525615,-95.3383032,"3350 Canal St, Houston, TX 77003, USA",1.0799487952320346,No Game
2010-01-08,10H30,Theft,other parking lot,1.0,8.0,8.0,Friday,Jan,2010.0,29.7430184,-95.3485319,"3150 Polk St, Houston, TX 77003, USA",1.0479645710345369,No Game
2010-01-08,10H30,Theft,road/street/sidewalk,1.0,16.0,8.0,Friday,Jan,2010.0,29.752323,-95.3538247,"2150 Rusk St, Houston, TX 77003, USA",0.3348615407680195,No Game
2010-01-08,10H30,Theft,bar/night club parking lot,1.0,23.0,8.0,Friday,Jan,2010.0,29.7499994,-95.3558456,"2150 Lamar St, Houston, TX 77003, USA",0.47864630365030647,No Game
2010-01-08,10H30,Theft,bar/night club parking lot,1.0,23.0,8.0,Friday,Jan,2010.0,29.7511977,-95.3561884,"2050 McKinney St, Houston, TX 77003, USA",0.3976140944219833,No Game
2010-01-08,10H30,Theft,bar/night club parking lot,1.0,23.0,8.0,Friday,Jan,2010.0,29.7499994,-95.3558456,"2150 Lamar St, Houston, TX 77003, USA",0.47864630365030647,No Game
2010-01-08,10H30,Theft,bar/night club parking lot,1.0,23.0,8.0,Friday,Jan,2010.0,29.7511977,-95.3561884,"2050 McKinney St, Houston, TX 77003, USA",0.3976140944219833,No Game
2010-01-09,1A10,Theft,bar/night club,1.0,0.0,9.0,Saturday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-09,1A10,Theft,bar/night club,1.0,0.0,9.0,Saturday,Jan,2010.0,29.7633085,-95.3602155,"150 S Main St, Houston, TX 77002, USA",0.5201781751338546,No Game
2010-01-09,1A10,Theft,bar/night club,1.0,1.0,9.0,Saturday,Jan,2010.0,29.764066,-95.3618728,"150 Milam St, Houston, TX 77002, USA",0.6202834231343393,No Game
2010-01-09,1A10,Auto Theft,road/street/sidewalk,1.0,9.0,9.0,Saturday,Jan,2010.0,29.757785,-95.3621323,"750 San Jacinto St, Houston, TX 77002, USA",0.3994521399685624,No Game
2010-01-09,1A10,Theft,commercial parking lot/garage,1.0,15.0,9.0,Saturday,Jan,2010.0,29.7561039,-95.3672729,"1150 Travis St, Houston, TX 77002, USA",0.7065545032747482,No Game
2010-01-09,1A10,Theft,bar/night club,1.0,17.0,9.0,Saturday,Jan,2010.0,29.7364461,-95.3868116,"550 W Main St, Houston, TX 77006, USA",2.3500181069846247,No Game
2010-01-09,1A10,Theft,road/street/sidewalk,1.0,18.0,9.0,Saturday,Jan,2010.0,29.7620558,-95.365319,"550 Louisiana St, Houston, TX 77002, USA",0.6842703152307267,No Game
2010-01-09,1A10,Auto Theft,commercial parking lot/garage,1.0,19.0,9.0,Saturday,Jan,2010.0,29.753193100000004,-95.36325759999998,"1250 Austin St, Houston, TX 77002, USA",0.5300900100181167,No Game
2010-01-09,1A10,Theft,other/unknown,1.0,22.0,9.0,Saturday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-09,1A10,Aggravated Assault,road/street/sidewalk,1.0,22.0,9.0,Saturday,Jan,2010.0,29.7529852,-95.3734437,"550 Jefferson St, Houston, TX 77002, USA",1.1091013968859926,No Game
2010-01-09,10H10,Theft,road/street/sidewalk,1.0,5.0,9.0,Saturday,Jan,2010.0,29.7455501,-95.3331404,"350 Sidney St, Houston, TX 77003, USA",1.5591491364953272,No Game
2010-01-09,10H10,Burglary,"vacant single occupancy residence (houses,townhouses,duplexes, etc.)",1.0,13.0,9.0,Saturday,Jan,2010.0,29.7485999,-95.3198781,"5350 Avenue J, Houston, TX 77011, USA",2.2199916792437233,No Game
2010-01-09,10H10,Burglary,"vacant single occupancy residence (houses,townhouses,duplexes, etc.)",1.0,13.0,9.0,Saturday,Jan,2010.0,29.7485999,-95.3198781,"5350 Avenue J, Houston, TX 77011, USA",2.2199916792437233,No Game
2010-01-09,10H30,Burglary,misc. business (non-specific),1.0,0.0,9.0,Saturday,Jan,2010.0,29.7463608,-95.3546763,"2450 Polk St, Houston, TX 77003, USA",0.7308637552372083,No Game
2010-01-09,10H30,Theft,commercial parking lot/garage,1.0,1.0,9.0,Saturday,Jan,2010.0,29.7466075,-95.3593348,"2050 Leeland St, Houston, TX 77003, USA",0.7473041666762941,No Game
2010-01-10,1A10,Theft,other/unknown,1.0,0.0,10.0,Sunday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-10,1A10,Theft,"parks & recreation, zoo, swim pool",1.0,12.0,10.0,Sunday,Jan,2010.0,29.7537924,-95.3604003,"1550 McKinney St, Houston, TX 77010, USA",0.3631620020172964,No Game
2010-01-10,1A10,Theft,road/street/sidewalk,1.0,13.0,10.0,Sunday,Jan,2010.0,29.7639896,-95.3552236,"750 Top St, Houston, TX 77002, USA",0.4856979003100969,No Game
2010-01-10,1A10,Aggravated Assault,hospital,1.0,15.0,10.0,Sunday,Jan,2010.0,29.7480395,-95.365727,"1850 La Branch St, Houston, TX 77002, USA",0.865939051455804,No Game
2010-01-10,1A10,Theft,road/street/sidewalk,1.0,16.0,10.0,Sunday,Jan,2010.0,29.7635668,-95.3614655,"850 Franklin St, Houston, TX 77002, USA",0.5781133674389108,No Game
2010-01-10,1A10,Theft,bar/night club parking lot,1.0,22.0,10.0,Sunday,Jan,2010.0,29.7634466,-95.3624806,"250 Milam St, Houston, TX 77002, USA",0.6113781856369002,No Game
2010-01-10,1A10,Theft,commercial parking lot/garage,1.0,22.0,10.0,Sunday,Jan,2010.0,29.7616844,-95.3601463,"1050 Congress Ave, Houston, TX 77002, USA",0.42744733584109124,No Game
2010-01-10,1A10,Theft,other/unknown,1.0,23.0,10.0,Sunday,Jan,2010.0,29.7619082,-95.3666287,"550 Texas St, Houston, TX 77204, USA",0.7481511611392291,No Game
2010-01-10,10H10,Auto Theft,other/unknown,1.0,2.0,10.0,Sunday,Jan,2010.0,29.7475933,-95.3260089,"4750 Canal St, Houston, TX 77011, USA",1.8890292049492812,No Game
2010-01-10,10H10,Theft,road/street/sidewalk,1.0,22.0,10.0,Sunday,Jan,2010.0,29.7435425,-95.3208592,"5350 Sherman St, Houston, TX 77011, USA",2.2805528381122593,No Game
2010-01-10,10H10,Theft,driveway,1.0,22.0,10.0,Sunday,Jan,2010.0,29.7439695,-95.3220286,"5250 Sherman St, Houston, TX 77011, USA",2.2043750568414815,No Game
2010-01-11,1A10,Theft,service/gas station,1.0,0.0,11.0,Monday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-11,1A10,Auto Theft,road/street/sidewalk,1.0,10.0,11.0,Monday,Jan,2010.0,29.760336,-95.3562863,"1450 Franklin St, Houston, TX 77002, USA",0.23772091515770283,No Game
2010-01-11,1A10,Theft,commercial parking lot/garage,1.0,16.0,11.0,Monday,Jan,2010.0,29.7632773,-95.3606359,"950 Franklin St, Houston, TX 77002, USA",0.5324413333953429,No Game
2010-01-11,1A10,Theft,commercial parking lot/garage,1.0,17.0,11.0,Monday,Jan,2010.0,29.757715500000003,-95.3696457,"1150 Smith St, Houston, TX 77002, USA",0.8484443747061443,No Game
2010-01-11,1A10,Theft,road/street/sidewalk,1.0,17.0,11.0,Monday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-11,1A10,Theft,commercial parking lot/garage,1.0,21.0,11.0,Monday,Jan,2010.0,29.761716,-95.3698691,"850 Bagby St, Houston, TX 77002, USA",0.9208459414941843,No Game
2010-01-11,1A10,Aggravated Assault,bus station,1.0,22.0,11.0,Monday,Jan,2010.0,29.7496447,-95.3683817,"1850 San Jacinto St, Houston, TX 77002, USA",0.9203092786235818,No Game
2010-01-11,10H30,Auto Theft,other/unknown,1.0,18.0,11.0,Monday,Jan,2010.0,29.736935,-95.3443579,"1850 Milby St, Houston, TX 77003, USA",1.5337502369058762,No Game
2010-01-11,10H30,Theft,residence/house,1.0,20.0,11.0,Monday,Jan,2010.0,29.7393956,-95.3433508,"1450 Milby St, Houston, TX 77003, USA",1.4138952385543309,No Game
2010-01-11,10H30,Theft,restaurant/cafeteria parking lot,1.0,23.0,11.0,Monday,Jan,2010.0,29.7511977,-95.3561884,"2050 McKinney St, Houston, TX 77003, USA",0.3976140944219833,No Game
2010-01-12,1A10,Theft,commercial building,1.0,12.0,12.0,Tuesday,Jan,2010.0,29.7582881,-95.3664104,"950 Milam St, Houston, TX 77002, USA",0.6588746709870313,No Game
2010-01-12,1A10,Theft,road/street/sidewalk,1.0,18.0,12.0,Tuesday,Jan,2010.0,29.7616844,-95.3601463,"1050 Congress Ave, Houston, TX 77002, USA",0.42744733584109124,No Game
2010-01-12,1A10,Theft,road/street/sidewalk,1.0,22.0,12.0,Tuesday,Jan,2010.0,29.762703,-95.3596809,"1050 Franklin St, Houston, TX 77002, USA",0.46775916959549096,No Game
2010-01-12,1A10,Theft,commercial parking lot/garage,1.0,22.0,12.0,Tuesday,Jan,2010.0,29.7614402,-95.361675,"950 Preston St, Houston, TX 77002, USA",0.4807701709404645,No Game
2010-01-12,10H10,Robbery,convenience store,1.0,23.0,12.0,Tuesday,Jan,2010.0,29.744530600000004,-95.3336753,"4450 Harrisburg Blvd, Houston, TX 77003, USA",1.5686046467754167,No Game
2010-01-12,10H30,Burglary,residence/house,1.0,12.0,12.0,Tuesday,Jan,2010.0,29.7444096,-95.3523431,"2750 Clay St, Houston, TX 77003, USA",0.8846757839324936,No Game
2010-01-13,1A10,Theft,park & ride terminal,1.0,0.0,13.0,Wednesday,Jan,2010.0,29.7599941,-95.3514096,"1850 Ruiz St, Houston, TX 77002, USA",0.3259330543193444,No Game
2010-01-13,1A10,Auto Theft,mall parking lot,1.0,15.0,13.0,Wednesday,Jan,2010.0,29.7555945,-95.3676767,"1250 Travis St, Houston, TX 77002, USA",0.7343574791362248,No Game
2010-01-13,1A10,Theft,"theatres,dinner theaters,auditor.",1.0,18.0,13.0,Wednesday,Jan,2010.0,29.7625424,-95.3645194,"450 Louisiana St, Houston, TX 77002, USA",0.6624712556361756,No Game
2010-01-13,1A10,Theft,other parking lot,1.0,19.0,13.0,Wednesday,Jan,2010.0,29.761716,-95.3698691,"850 Bagby St, Houston, TX 77002, USA",0.9208459414941843,No Game
2010-01-13,1A10,Theft,bus stop,1.0,22.0,13.0,Wednesday,Jan,2010.0,29.7583567,-95.3620204,"1150 Capitol St, Houston, TX 77002, USA",0.4005035078166691,No Game
2010-01-13,10H10,Robbery,check cashing places,1.0,10.0,13.0,Wednesday,Jan,2010.0,29.738884,-95.3137572,"6250 Harrisburg Blvd, Houston, TX 77011, USA",2.8034005908021906,No Game
2010-01-13,10H10,Theft,apartment,1.0,11.0,13.0,Wednesday,Jan,2010.0,29.754861,-95.3418768,"2850 Canal St, Houston, TX 77003, USA",0.8345448326521662,No Game
2010-01-13,10H10,Theft,commercial parking lot/garage,1.0,22.0,13.0,Wednesday,Jan,2010.0,29.750238300000003,-95.3414617,"3250 Garrow St, Houston, TX 77003, USA",0.9648232637211476,No Game
2010-01-13,10H30,Theft,vacant building (commercial),1.0,14.0,13.0,Wednesday,Jan,2010.0,29.7488639,-95.3537793,"2350 Lamar St, Houston, TX 77003, USA",0.5666921517052222,No Game
2010-01-13,10H30,Robbery,road/street/sidewalk,1.0,22.0,13.0,Wednesday,Jan,2010.0,29.75480599999999,-95.404411,"1950 W Bell St, Houston, TX 77019, USA",2.939875669542123,No Game
