,Date_Hour,Beat,OffenseType,Premise,NumOffenses,Hour,day,weekday,month,year,lat,lon,add
0,2010-01-01 00:00:00,10H10,Burglary,misc. business (non-specific),1,0,1,Friday,Jan,2010,29.74371559999999,-95.3327315,"550 Eastwood St, Houston, TX 77011, USA"
1,2010-01-01 06:00:00,10H10,Rape,residence/house,1,6,1,Friday,Jan,2010,29.7550548,-95.3481436,"2350 Sperber Ln, Houston, TX 77003, USA"
2,2010-01-01 17:00:00,10H10,Burglary,apartment,1,17,1,Friday,Jan,2010,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA"
3,2010-01-01 20:00:00,10H10,Theft,road/street/sidewalk,1,20,1,Friday,Jan,2010,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA"
4,2010-01-02 19:00:00,10H10,Burglary,residence/house,1,19,2,Saturday,Jan,2010,29.7508958,-95.3377162,"50 N York St, Houston, TX 77003, USA"
5,2010-01-03 00:00:00,10H10,Auto Theft,apartment parking lot,1,0,3,Sunday,Jan,2010,29.98217309999999,-95.34712950000001,"Grace St, Houston, TX 77032, USA"
6,2010-01-03 12:00:00,10H10,Burglary,auto repair,1,12,3,Sunday,Jan,2010,29.742949499999998,-95.32552290000001,"550 Bryan St, Houston, TX 77011, USA"
7,2010-01-04 08:00:00,10H10,Theft,commercial parking lot/garage,1,8,4,Monday,Jan,2010,29.745343199999997,-95.3349547,"450 Hunt St, Houston, TX 77003, USA"
8,2010-01-04 14:00:00,10H10,Burglary,apartment,1,14,4,Monday,Jan,2010,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA"
9,2010-01-05 02:00:00,10H10,Burglary,convenience store,1,2,5,Tuesday,Jan,2010,29.7525615,-95.3383032,"3350 Canal St, Houston, TX 77003, USA"
10,2010-01-07 17:00:00,10H10,Robbery,road/street/sidewalk,1,17,7,Thursday,Jan,2010,29.7486223,-95.31849,"Navigation Blvd, Houston, TX, USA"
11,2010-01-08 18:00:00,10H10,Theft,service/gas station,1,18,8,Friday,Jan,2010,29.7525615,-95.3383032,"3350 Canal St, Houston, TX 77003, USA"
12,2010-01-09 05:00:00,10H10,Theft,road/street/sidewalk,1,5,9,Saturday,Jan,2010,29.7455501,-95.3331404,"350 Sidney St, Houston, TX 77003, USA"
13,2010-01-09 13:00:00,10H10,Burglary,"vacant single occupancy residence (houses,townhouses,duplexes, etc.)",1,13,9,Saturday,Jan,2010,29.748599900000002,-95.3198781,"5350 Avenue J, Houston, TX 77011, USA"
14,2010-01-09 13:00:00,10H10,Burglary,"vacant single occupancy residence (houses,townhouses,duplexes, etc.)",1,13,9,Saturday,Jan,2010,29.748599900000002,-95.3198781,"5350 Avenue J, Houston, TX 77011, USA"
15,2010-01-10 02:00:00,10H10,Auto Theft,other/unknown,1,2,10,Sunday,Jan,2010,29.747593300000002,-95.3260089,"4750 Canal St, Houston, TX 77011, USA"
16,2010-01-10 22:00:00,10H10,Theft,road/street/sidewalk,1,22,10,Sunday,Jan,2010,29.7435425,-95.3208592,"5350 Sherman St, Houston, TX 77011, USA"
17,2010-01-10 22:00:00,10H10,Theft,driveway,1,22,10,Sunday,Jan,2010,29.743969500000002,-95.3220286,"5250 Sherman St, Houston, TX 77011, USA"
18,2010-01-12 23:00:00,10H10,Robbery,convenience store,1,23,12,Tuesday,Jan,2010,29.744530600000004,-95.3336753,"4450 Harrisburg Blvd, Houston, TX 77003, USA"
19,2010-01-13 10:00:00,10H10,Robbery,check cashing places,1,10,13,Wednesday,Jan,2010,29.738884000000002,-95.3137572,"6250 Harrisburg Blvd, Houston, TX 77011, USA"
20,2010-01-13 11:00:00,10H10,Theft,apartment,1,11,13,Wednesday,Jan,2010,29.754861,-95.3418768,"2850 Canal St, Houston, TX 77003, USA"
21,2010-01-13 22:00:00,10H10,Theft,commercial parking lot/garage,1,22,13,Wednesday,Jan,2010,29.750238300000003,-95.34146170000001,"3250 Garrow St, Houston, TX 77003, USA"
22,2010-01-15 01:00:00,10H10,Theft,apartment,1,1,15,Friday,Jan,2010,29.7438332,-95.3165923,"50 Norwood St, Houston, TX 77011, USA"
23,2010-01-15 17:00:00,10H10,Auto Theft,driveway,1,17,15,Friday,Jan,2010,29.744182399999996,-95.3264089,"250 Stiles St, Houston, TX 77011, USA"
24,2010-01-15 22:00:00,10H10,Theft,apartment parking lot,1,22,15,Friday,Jan,2010,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA"
25,2010-01-16 20:00:00,10H10,Aggravated Assault,residence/house,1,20,16,Saturday,Jan,2010,29.754062899999997,-95.3280446,"4250 Crites St, Houston, TX 77003, USA"
26,2010-01-16 22:00:00,10H10,Theft,highway/freeway,1,22,16,Saturday,Jan,2010,29.755683500000004,-95.340604,"2950 Navigation Blvd, Houston, TX 77003, USA"
27,2010-01-17 01:00:00,10H10,Aggravated Assault,road/street/sidewalk,1,1,17,Sunday,Jan,2010,29.752462800000004,-95.3283373,"4350 Navigation Blvd, Houston, TX 77003, USA"
28,2010-01-17 23:00:00,10H10,Burglary,apartment,1,23,17,Sunday,Jan,2010,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA"
29,2010-01-18 01:00:00,10H10,Robbery,road/street/sidewalk,1,1,18,Monday,Jan,2010,29.748059899999998,-95.3277386,"4550 Canal St, Houston, TX 77011, USA"
30,2010-01-18 10:00:00,10H10,Aggravated Assault,road/street/sidewalk,1,10,18,Monday,Jan,2010,29.752154100000002,-95.3375308,"3450 Canal St, Houston, TX 77003, USA"
31,2010-01-18 10:00:00,10H10,Theft,other parking lot,1,10,18,Monday,Jan,2010,29.754651899999995,-95.3454198,"2650 Commerce St, Houston, TX 77003, USA"
32,2010-01-19 00:00:00,10H10,Theft,road/street/sidewalk,1,0,19,Tuesday,Jan,2010,29.7510947,-95.3420381,"250 Velasco St, Houston, TX 77003, USA"
33,2010-01-19 17:00:00,10H10,Aggravated Assault,residence/house,1,17,19,Tuesday,Jan,2010,29.7289021,-95.2993405,"550 Forest Hill Blvd, Houston, TX 77011, USA"
34,2010-01-20 19:00:00,10H10,Theft,service/gas station,1,19,20,Wednesday,Jan,2010,29.761162199999998,-95.3491429,"2050 Runnels St, Houston, TX 77003, USA"
35,2010-01-21 05:00:00,10H10,Burglary,residence/house,1,5,21,Thursday,Jan,2010,29.74451659999999,-95.332392,"350 Eastwood St, Houston, TX 77011, USA"
36,2010-01-21 22:00:00,10H10,Burglary,apartment,1,22,21,Thursday,Jan,2010,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA"
37,2010-01-22 12:00:00,10H10,Theft,other/unknown,1,12,22,Friday,Jan,2010,29.7604267,-95.36980279999999,"Houston, TX, USA"
38,2010-01-23 00:00:00,10H10,Theft,apartment parking lot,1,0,23,Saturday,Jan,2010,29.7478289,-95.31922270000001,"250 Lenox St, Houston, TX 77011, USA"
39,2010-01-23 17:00:00,10H10,Burglary,apartment,1,17,23,Saturday,Jan,2010,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA"
40,2010-01-23 21:00:00,10H10,Theft,residence/house,1,21,23,Saturday,Jan,2010,29.7447042,-95.3228446,"150 Edgewood St, Houston, TX 77011, USA"
41,2010-01-23 22:00:00,10H10,Theft,nursing home,1,22,23,Saturday,Jan,2010,29.749418100000003,-95.338274,"3550 Sherman St, Houston, TX 77003, USA"
42,2010-01-24 12:00:00,10H10,Aggravated Assault,residence/house,1,12,24,Sunday,Jan,2010,29.744390000000003,-95.3271488,"250 Burr St, Houston, TX 77011, USA"
43,2010-01-25 01:00:00,10H10,Theft,apartment parking lot,1,1,25,Monday,Jan,2010,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA"
44,2010-01-26 00:00:00,10H10,Aggravated Assault,apartment,1,0,26,Tuesday,Jan,2010,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA"
45,2010-01-26 03:00:00,10H10,Theft,high school,1,3,26,Tuesday,Jan,2010,29.7481656,-95.3371149,"250 Milby St, Houston, TX 77003, USA"
46,2010-01-26 11:00:00,10H10,Burglary,residence/house,1,11,26,Tuesday,Jan,2010,29.746239399999997,-95.32552690000001,"4850 Brady St, Houston, TX 77011, USA"
47,2010-01-27 09:00:00,10H10,Theft,service/gas station,1,9,27,Wednesday,Jan,2010,29.7479736,-95.3409691,"3450 Harrisburg Blvd, Houston, TX 77003, USA"
48,2010-01-27 22:00:00,10H10,Theft,apartment parking lot,1,22,27,Wednesday,Jan,2010,29.758590500000004,-95.34854059999999,"2150 Canal St, Houston, TX 77003, USA"
49,2010-01-28 12:00:00,10H10,Theft,convenience store,1,12,28,Thursday,Jan,2010,29.7479736,-95.3409691,"3450 Harrisburg Blvd, Houston, TX 77003, USA"
50,2010-01-29 18:00:00,10H10,Theft,apartment,1,18,29,Friday,Jan,2010,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA"
51,2010-01-30 06:00:00,10H10,Robbery,bar/night club,1,6,30,Saturday,Jan,2010,29.749926199999997,-95.3338575,"3950 Canal St, Houston, TX 77003, USA"
52,2010-01-31 08:00:00,10H10,Burglary,apartment,1,8,31,Sunday,Jan,2010,29.7628744,-95.3512092,"1950 Runnels St, Houston, TX 77002, USA"
53,2010-02-01 18:00:00,10H10,Aggravated Assault,"parks & recreation, zoo, swim pool",1,18,1,Monday,Feb,2010,29.751213300000003,-95.3428499,"3050 Garrow St, Houston, TX 77003, USA"
54,2010-02-03 09:00:00,10H10,Theft,department/discount store,1,9,3,Wednesday,Feb,2010,29.754550899999995,-95.33461820000001,"3450 Navigation Blvd, Houston, TX 77003, USA"
55,2010-02-03 17:00:00,10H10,Theft,"multi-plex hme(duplex,triplex etc)",1,17,3,Wednesday,Feb,2010,29.747055800000002,-95.3240848,"50 Bryan St, Houston, TX 77011, USA"
56,2010-02-04 12:00:00,10H10,Robbery,other/unknown,1,12,4,Thursday,Feb,2010,29.742984600000003,-95.3261154,"4950 Harrisburg Blvd, Houston, TX 77011, USA"
57,2010-02-04 21:00:00,10H10,Theft,driveway,1,21,4,Thursday,Feb,2010,29.743969500000002,-95.3220286,"5250 Sherman St, Houston, TX 77011, USA"
58,2010-02-04 22:00:00,10H10,Aggravated Assault,road/street/sidewalk,2,22,4,Thursday,Feb,2010,29.744530600000004,-95.3336753,"4450 Harrisburg Blvd, Houston, TX 77003, USA"
59,2010-02-05 03:00:00,10H10,Theft,"multi-plex hme(duplex,triplex etc)",1,3,5,Friday,Feb,2010,29.7447206,-95.3205718,"5350 Brady St, Houston, TX 77011, USA"
60,2010-02-06 18:00:00,10H10,Aggravated Assault,residence/house,1,18,6,Saturday,Feb,2010,29.7431783,-95.3256287,"350 Bryan St, Houston, TX 77011, USA"
