Date,Beat,BlockRange,StreetName,OffenseType,Premise,NumOffenses,Hour,day,weekday,month,year
2010-01-03,10H80,1800-1899,milford,Theft,driveway,1.0,22.0,3,Sunday,Jan,2010
2010-01-03,10H80,1900-1999,vassar,Theft,driveway,1.0,22.0,3,Sunday,Jan,2010
2010-01-03,10H80,5100-5199,morningside,Burglary,"garden supply, nursery, florist",1.0,17.0,3,Sunday,Jan,2010
2010-01-03,10H80,2400-2499,south,Theft,"gym,recreat,club hse,indr pool,spa",1.0,16.0,3,Sunday,Jan,2010
2010-01-04,10H80,2300-2399,wordsworth,Theft,garage/carport,1.0,18.0,4,Monday,Jan,2010
2010-01-04,10H80,2400-2499,university,Theft,clothing store,1.0,17.0,4,Monday,Jan,2010
2010-01-05,10H80,2300-2399,swift,Burglary,garage/carport,1.0,20.0,5,Tuesday,Jan,2010
2010-01-05,10H80,800-899,rosedale,Theft,driveway,1.0,13.0,5,Tuesday,Jan,2010
2010-01-05,10H80,2500-2599,robinhood,Theft,condominium,1.0,15.0,5,Tuesday,Jan,2010
2010-01-06,10H80,2500-2599,times,Theft,strip business center parking lot,1.0,10.0,6,Wednesday,Jan,2010
2010-01-06,10H80,6900-6999,main,Robbery,hotel/motel/etc.,1.0,22.0,6,Wednesday,Jan,2010
2010-01-06,10H80,2300-2399,sheridan,Theft,other/unknown,1.0,0.0,6,Wednesday,Jan,2010
2010-01-07,10H80,2500-2599,university,Theft,department/discount store,1.0,12.0,7,Thursday,Jan,2010
2010-01-09,10H80,2200-2299,bellefontaine,Burglary,condominium,1.0,20.0,9,Saturday,Jan,2010
2010-01-09,10H80,4100-4199,greenbriar,Theft,apartment parking lot,1.0,15.0,9,Saturday,Jan,2010
2010-01-09,10H80,5200-5299,montrose,Theft,misc. business (non-specific),1.0,8.0,9,Saturday,Jan,2010
2010-01-10,10H80,5600-5699,morningside,Theft,bar/night club,1.0,3.0,10,Sunday,Jan,2010
2010-01-11,10H80,2500-2599,southwest,Theft,restaurant/cafeteria parking lot,1.0,8.0,11,Monday,Jan,2010
2010-01-11,10H80,5000-5099,morningside,Theft,other parking lot,1.0,16.0,11,Monday,Jan,2010
2010-01-12,10H80,2000-2099,addison,Burglary,garage/carport,1.0,2.0,12,Tuesday,Jan,2010
2010-01-12,10H80,7400-7499,main,Theft,hospital,1.0,13.0,12,Tuesday,Jan,2010
2010-01-13,10H80,0-99,remington,Burglary,residence/house,1.0,2.0,13,Wednesday,Jan,2010
2010-01-13,10H80,2500-2599,sheridan,Burglary,residence/house,1.0,18.0,13,Wednesday,Jan,2010
2010-01-14,10H80,6600-6699,travis,Theft,hotel/motel/etc.,1.0,22.0,14,Thursday,Jan,2010
2010-01-15,10H80,2400-2499,dorrington,Burglary,residence/house,1.0,21.0,15,Friday,Jan,2010
2010-01-16,10H80,0-99,chelsea,Theft,misc. business (non-specific),1.0,13.0,16,Saturday,Jan,2010
2010-01-16,10H80,5700-5799,main,Theft,hotel/motel parking lot,1.0,0.0,16,Saturday,Jan,2010
2010-01-17,10H80,2500-2599,university,Theft,department/discount store,1.0,9.0,17,Sunday,Jan,2010
2010-01-17,10H80,2500-2599,university,Theft,clothing store,1.0,12.0,17,Sunday,Jan,2010
2010-01-17,10H80,2500-2599,university,Theft,"gym,recreat,club hse,indr pool,spa",1.0,12.0,17,Sunday,Jan,2010
2010-01-18,10H80,1600-1699,vassar,Theft,driveway,1.0,23.0,18,Monday,Jan,2010
2010-01-18,10H80,2200-2299,wroxton,Theft,road/street/sidewalk,1.0,20.0,18,Monday,Jan,2010
2010-01-18,10H80,2300-2399,southwest,Burglary,vacant building (commercial),1.0,8.0,18,Monday,Jan,2010
2010-01-18,10H80,4100-4199,greenbriar,Theft,apartment,1.0,22.0,18,Monday,Jan,2010
2010-01-19,10H80,1900-1999,southwest,Theft,commercial parking lot/garage,1.0,17.0,19,Tuesday,Jan,2010
2010-01-20,10H80,2300-2399,dunstan,Burglary,residence/house,1.0,12.0,20,Wednesday,Jan,2010
2010-01-20,10H80,1700-1799,sunset,Burglary,other/unknown,1.0,17.0,20,Wednesday,Jan,2010
2010-01-20,10H80,4100-4199,greenbriar,Theft,other parking lot,1.0,12.0,20,Wednesday,Jan,2010
2010-01-21,10H80,2300-2399,sheridan,Burglary,residence/house,1.0,11.0,21,Thursday,Jan,2010
2010-01-21,10H80,5700-5799,main,Theft,hotel/motel/etc.,1.0,16.0,21,Thursday,Jan,2010
2010-01-22,10H80,2400-2499,holcombe,Robbery,restaurant/cafeteria,1.0,6.0,22,Friday,Jan,2010
2010-01-24,10H80,2500-2599,southwest,Theft,restaurant/cafeteria parking lot,1.0,17.0,24,Sunday,Jan,2010
2010-01-24,10H80,5300-5399,dora,Burglary,residence/house,1.0,7.0,24,Sunday,Jan,2010
2010-01-24,10H80,2400-2499,university,Theft,mall parking lot,1.0,21.0,24,Sunday,Jan,2010
2010-01-24,10H80,1900-1999,south,Theft,road/street/sidewalk,1.0,21.0,24,Sunday,Jan,2010
2010-01-26,10H80,2200-2299,north,Burglary,residence/house,1.0,15.0,26,Tuesday,Jan,2010
2010-01-26,10H80,2200-2299,north,Burglary,residence/house,1.0,15.0,26,Tuesday,Jan,2010
2010-01-27,10H80,5000-5099,montrose,Theft,apartment parking lot,1.0,18.0,27,Wednesday,Jan,2010
2010-01-27,10H80,5000-5099,montrose,Theft,apartment parking lot,1.0,22.0,27,Wednesday,Jan,2010
2010-01-28,10H80,6200-6299,kirby,Aggravated Assault,road/street/sidewalk,1.0,2.0,28,Thursday,Jan,2010
2010-01-28,10H80,2500-2599,university,Theft,bar/night club,1.0,0.0,28,Thursday,Jan,2010
2010-01-29,10H80,2200-2299,maroneal,Theft,apartment parking lot,1.0,18.0,29,Friday,Jan,2010
2010-02-01,10H80,2000-2099,mcclendon,Burglary,residence/house,1.0,10.0,1,Monday,Feb,2010
2010-02-02,10H80,2200-2299,maroneal,Theft,apartment parking lot,1.0,0.0,2,Tuesday,Feb,2010
2010-02-02,10H80,5000-5099,morningside,Theft,road/street/sidewalk,1.0,17.0,2,Tuesday,Feb,2010
2010-02-02,10H80,5800-5899,kirby,Robbery,restaurant/cafeteria,1.0,7.0,2,Tuesday,Feb,2010
2010-02-02,10H80,1300-1399,banks,Burglary,garage/carport,1.0,20.0,2,Tuesday,Feb,2010
2010-02-03,10H80,700-799,rosedale,Burglary,"multi-plex hme(duplex,triplex etc)",1.0,8.0,3,Wednesday,Feb,2010
2010-02-04,10H80,800-899,rosedale,Burglary,residence/house,1.0,11.0,4,Thursday,Feb,2010
2010-02-04,10H80,2400-2499,university,Theft,clothing store,1.0,16.0,4,Thursday,Feb,2010
2010-02-04,10H80,2500-2599,university,Theft,bar/night club,1.0,1.0,4,Thursday,Feb,2010
2010-02-05,10H80,2500-2599,amherst,Theft,specialty store (non-specific),1.0,19.0,5,Friday,Feb,2010
2010-02-05,10H80,5500-5599,kelvin,Theft,clothing store,1.0,15.0,5,Friday,Feb,2010
2010-02-06,10H80,2500-2599,southwest,Theft,restaurant/cafeteria,1.0,1.0,6,Saturday,Feb,2010
2010-02-06,10H80,5700-5799,main,Theft,hotel/motel parking lot,1.0,10.0,6,Saturday,Feb,2010
2010-02-06,10H80,5500-5599,kelvin,Theft,department/discount store,1.0,14.0,6,Saturday,Feb,2010
