Date,Beat,BlockRange,StreetName,OffenseType,Premise,NumOffenses,Hour,day,weekday,month,year
2010-01-03,10H80,1800-1899,milford,Theft,driveway,1.0,22,3,Sunday,Jan,2010
2010-01-03,10H80,5100-5199,morningside,Burglary,garden supply  nursery  florist,1.0,17,3,Sunday,Jan,2010
2010-01-03,10H80,2400-2499,south,Theft,gym,1.0,16,3,Sunday,Jan,2010
2010-01-03,10H80,1900-1999,vassar,Theft,driveway,1.0,22,3,Sunday,Jan,2010
2010-01-03,10H80,2400-2499,south,Theft,gym,1.0,16,3,Sunday,Jan,2010
2010-01-03,10H80,5100-5199,morningside,Burglary,garden supply  nursery  florist,1.0,17,3,Sunday,Jan,2010
2010-01-03,10H80,1900-1999,vassar,Theft,driveway,1.0,22,3,Sunday,Jan,2010
2010-01-03,10H80,1800-1899,milford,Theft,driveway,1.0,22,3,Sunday,Jan,2010
2010-01-04,10H80,2400-2499,university,Theft,store,1.0,17,4,Monday,Jan,2010
2010-01-04,10H80,2300-2399,wordsworth,Theft,prk,1.0,18,4,Monday,Jan,2010
2010-01-04,10H80,2300-2399,wordsworth,Theft,prk,1.0,18,4,Monday,Jan,2010
2010-01-04,10H80,2400-2499,university,Theft,store,1.0,17,4,Monday,Jan,2010
2010-01-05,10H80,800-899,rosedale,Theft,driveway,1.0,13,5,Tuesday,Jan,2010
2010-01-05,10H80,2500-2599,robinhood,Theft,house,1.0,15,5,Tuesday,Jan,2010
2010-01-05,10H80,2300-2399,swift,Burglary,prk,1.0,20,5,Tuesday,Jan,2010
2010-01-05,10H80,800-899,rosedale,Theft,driveway,1.0,13,5,Tuesday,Jan,2010
2010-01-05,10H80,2500-2599,robinhood,Theft,house,1.0,15,5,Tuesday,Jan,2010
2010-01-05,10H80,2300-2399,swift,Burglary,prk,1.0,20,5,Tuesday,Jan,2010
2010-01-06,10H80,6900-6999,main,Robbery,hotel,1.0,22,6,Wednesday,Jan,2010
2010-01-06,10H80,2300-2399,sheridan,Theft,unk,1.0,0,6,Wednesday,Jan,2010
2010-01-06,10H80,2500-2599,times,Theft,store prk,1.0,10,6,Wednesday,Jan,2010
2010-01-06,10H80,2300-2399,sheridan,Theft,unk,1.0,0,6,Wednesday,Jan,2010
2010-01-06,10H80,6900-6999,main,Robbery,hotel,1.0,22,6,Wednesday,Jan,2010
2010-01-06,10H80,2500-2599,times,Theft,store prk,1.0,10,6,Wednesday,Jan,2010
2010-01-07,10H80,2500-2599,university,Theft,store,1.0,12,7,Thursday,Jan,2010
2010-01-07,10H80,2500-2599,university,Theft,store,1.0,12,7,Thursday,Jan,2010
2010-01-09,10H80,2200-2299,bellefontaine,Burglary,house,1.0,20,9,Saturday,Jan,2010
2010-01-09,10H80,4100-4199,greenbriar,Theft,apartment prk,1.0,15,9,Saturday,Jan,2010
2010-01-09,10H80,5200-5299,montrose,Theft,store,1.0,8,9,Saturday,Jan,2010
2010-01-09,10H80,5200-5299,montrose,Theft,store,1.0,8,9,Saturday,Jan,2010
2010-01-09,10H80,4100-4199,greenbriar,Theft,apartment prk,1.0,15,9,Saturday,Jan,2010
2010-01-09,10H80,2200-2299,bellefontaine,Burglary,house,1.0,20,9,Saturday,Jan,2010
2010-01-10,10H80,5600-5699,morningside,Theft,bar_nc,1.0,3,10,Sunday,Jan,2010
2010-01-10,10H80,5600-5699,morningside,Theft,bar_nc,1.0,3,10,Sunday,Jan,2010
2010-01-11,10H80,5000-5099,morningside,Theft,prk,1.0,16,11,Monday,Jan,2010
2010-01-11,10H80,2500-2599,southwest,Theft,rest prk,1.0,8,11,Monday,Jan,2010
